Project Name,Package Name,Type Name,Code Smell
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,CircleWeaponAttack,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,Loader,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,IWeaponAttack,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,ParticleWeaponAttack,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,ParticleWeaponAttack,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,Loader,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,SweepWeaponAttack,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,SweepWeaponAttack,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.definition.weapon,Loader,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifierLootingHandler,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifierUtil,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifierUtil,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ModifierUtil,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolAttackUtil,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolAttackUtil,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolBuildHandler,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolDamageUtil,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolHarvestLogic,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,TooltipBuilder,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,TooltipUtil,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,TooltipUtil,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,TooltipUtil,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ArmorUtilMathTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.helper,ToolHarvestLogicTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,IndestructibleItemEntity,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,SlotType,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,SlotType,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,SlotType,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,SlotCount,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,ToolPredicate,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,ToolPredicate,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,IModifiable,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ITinkerStationDisplay,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableArmorItem,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableArmorItem,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableArmorItem,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableItem,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableLauncherItem,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableLauncherItem,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ModifiableStaffItem,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ToolItemDurabilityTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ToolItemHarvestTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.item,ToolItemTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutIcon,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutIcon,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,Serializer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutSlot,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutSlot,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,Patterns,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayout,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayout,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayout,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayoutLoader,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayoutLoader,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,IngredientSerializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,UpdateTinkerSlotLayoutsPacket,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,LayoutIconTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,StationSlotLayoutTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.layout,UpdateTinkerSlotLayoutsPacketTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,DummyToolStack,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IModDataView,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IModDataView,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,INamespacedNBTView,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IToolContext,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IToolStackView,Rebellious Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,IToolStackView,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialIdNBT,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialNBT,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialNBT,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModDataNBT,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModifierNBT,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModifierNBT,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MultiplierNBT,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MultiplierNBT,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Serializer,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,NamespacedNBT,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,StatsNBT,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,StatsNBT,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Builder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStack,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStack,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStack,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStack,Hub-like Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialNBTTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MaterialNBTTest,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModDataNBTTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ModifierNBTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,MultiplierNBTTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,StatsNBTTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStackTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.nbt,ToolStackTest,Insufficient Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,IMaterialItem,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,IRepairKitItem,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,IToolPart,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,ToolPartItem,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.part,ToolPartItem,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,FloatToolStat,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,FloatBuilder,Unnecessary Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,INumericToolStat,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,IToolStat,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,MaxToolStat,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,TierBuilder,Unnecessary Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,TierBuilder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ModifierStatsBuilder,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStats,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStats,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStatsBuilder,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolTierStat,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,TierBuilder,Unnecessary Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,TierBuilder,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.tools.stat,ToolStatsModifierBuilderTest,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,HarvestTiers,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,HarvestTiers,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,JsonUtils,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,NBTTags,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,Util,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.library.utils,Util,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,AlloyRecipeCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,JEIPlugin,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,GuiContainerTankHandler,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,MoldingRecipeCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei,TConstructJEIConstants,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,AbstractCastingCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,CastingBasinCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,CastingBasinCategory,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,CastingTableCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.casting,CastingTableCategory,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,DefaultEntityMeltingRecipe,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,EntityMeltingRecipeCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,EntityMeltingRecipeCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,SeveringCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.entity,SeveringCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.fabric,FluidStackIngredientHelper,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.fabric,JEITypes,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,AbstractMeltingCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingFluidCallback,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,FoundryCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,FoundryCategory,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingFluidCallback,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.melting,MeltingFuelHandler,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.modifiers,ModifierIngredientHelper,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.modifiers,ModifierWorktableCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,PartBuilderCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,PatternIngredientHelper,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.partbuilder,PatternIngredientRenderer,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.transfer,CraftingStationTransferInfo,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.jei.transfer,TinkerStationTransferInfo,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin,TinkersDisplay,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,AlloyRecipeCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,MoldingRecipeCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,REIPluginServer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei,TConstructREIConstants,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,AbstractCastingCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,AbstractCastingCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingBasinCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingBasinCategory,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingTableCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.casting,CastingTableCategory,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityEntryRenderer,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityMeltingRecipeCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,EntityMeltingRecipeCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,SeveringCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.entity,SeveringCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,AbstractMeltingCategory,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingFluidCallback,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,FoundryCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingFluidCallback,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.melting,MeltingFluidCallback,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierRecipeCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,Serializer,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.modifiers,ModifierWorktableCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.partbuilder,PartBuilderCategory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.partbuilder,PatternEntryRenderer,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,CraftingStationMenuInfo,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,CraftingStationMenuInfo,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,StationMenuInfo,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,TinkerStationMenuInfo,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.transfer,TinkerStationMenuInfo,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.widgets,ArrowWidget,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.plugin.rei.widgets,TooltipWidget,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared,CommonsEvents,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerCommons,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerCommons,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerCommons,Hub-like Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerDamageTypes,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerDamageTypes,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerFood,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerMaterials,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared,TinkerMaterials,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,BetterPaneBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,BetterPaneBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearGlassPaneBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearGlassPaneBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearStainedGlassPaneBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,ClearStainedGlassPaneBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,GlowBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,GlowBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,OrientableBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,OrientableBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,PlatformBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,SlimesteelBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,TableBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,WaxedPlatformBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,WaxedPlatformBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.shared.block,WeatheringPlatformBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.shared.block.entity,TableBlockEntity,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,ClientGeneratePartTexturesCommand,Imperative Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,ClientGeneratePartTexturesCommand,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,FluidParticle,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.client,Factory,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.command.argument,MaterialArgument,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.command.argument,ModifierArgument,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.command.argument,SlotTypeArgument,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.command.argument,ToolStatArgument,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.command,TConstructCommand,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.shared.command.subcommand,ModifiersCommand,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.data,CommonRecipeProvider,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.data,TinkerDamageSourceProvider,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.inventory,Instance,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.inventory,ConfigurableInvWrapperCapability,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.inventory,TriggeringBaseContainerMenu,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.inventory,TriggeringMultiModuleContainerMenu,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.item,TinkerBookItem,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.shared.network,GeneratePartTexturesPacket,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,AbstractCastingBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,CastingBasinBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,CastingBasinBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,CastingTableBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,CastingTableBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,ChannelBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,ChannelBlock,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,FaucetBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block,SearedLanternBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,OrientableSmelteryBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,OrientableSmelteryBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,RetexturedOrientableSmelteryBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,RetexturedOrientableSmelteryBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedBlock,Cyclic-Dependent Modularization
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedDrainBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedDrainBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedDuctBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedDuctBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedGlassBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedGlassBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedLadderBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedLadderBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedPillarBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedPillarBlock,Deficient Encapsulation
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedPillarBlock,Broken Hierarchy
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedSlabBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedStairsBlock,Unutilized Abstraction
TinkersConstructRefactor,slimeknights.tconstruct.smeltery.block.component,SearedTankBlock,Cyclic-Dependent Modularization
